date,title,link,relevant,sentiment,event_type,magnitude,confidence,llm_summary
2026-05-14,Antalya'da Kurban Bayramı Denetimi - Son Dakika,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQMTNYLXdyLV9nczNwTFpCTTlwLUFOeWRsX1JOSFZuRi0tbG9IMG5uVVRVTExid0NFYWc1X2liZmR4enJ6UGNnWnh4OFlrRnIyR1pTNkV6Z3I3d1A4eXN6SlBYY0lEWk5oU2FERDNrRDdZNDFiQUxFRVd0V0JvYjZHTE1jVlFhc3ZZbE9F0gGHAUFVX3lxTFBGQy1CTmpoVEFmOEdINFV1OWFtLUhWak5uYWJpaFE4YTNMTDBKSVVPV29LYjA4dDNYNFZYTDZyeFNfWnVUSzVmS3didXh5UEllTU1FNzUzd2NBVmNpdnN4bGVOUF83NGtXZlVaZUZkYmlvcEhLZGRJTjJPbk9oUVFpR1VkcjVucw?oc=5,False,neutral,other,1,0.95,"Article about Kurban Bayramı inspection in Antalya, not related to orange prices."
2026-05-14,Antalya’da sebze-meyve fiyatları yakın markajda - Alanya Postası,https://news.google.com/rss/articles/CBMihgFBVV95cUxOalg1MjEtUEtPanQtNWMxa2N1VmRadlFiT0NZblJOQk9rSUtfcko0S1EtbGkxclAzYTZQbUtmdXVzSFhKVkhmcThxamFyTTVUOS1wMnZGTnU4cUd1YW8yQ3k1NE81TjdoR3Y5c1I1NWVDb0NZbWVkOVlWaEVMb0hfZGFJaUhUQQ?oc=5,False,neutral,other,1,0.9,"Article about vegetable and fruit prices in Antalya, no specific orange information."
2026-05-14,Antalya halinde bayram denetimi: Faturalar ve künyeler tek tek incelendi - MSN,https://news.google.com/rss/articles/CBMixAFBVV95cUxNSjJQVWlFS0xEejdmMWtLajBXM213dmRDemRaMWdwM2R4SVlQbEpIMlozM3ZLal9mZHlpOTZ4RzJXNHptcGtoNzNqVEE4MVVtZ09jcjdVcndvMlFxS2ZyNDhYMFlSZWJrSTlJa2N3WUFQdzBPRHdZN0J5R2FldkxnbFB0ZXhUMHNndERnUFdDVC04YXdzNUNwcDdlbGZxRTZESjd5VlFCUUJONi1oSmlJdzBQV1hGQmNpQXFiakRWNU8wNERF?oc=5,False,neutral,other,1,0.9,"Article about holiday inspection in Antalya market, not related to orange prices."
2026-05-15,"Elmada büyük fiyat oyunu! Depolar doldu, ucuz satış durdu - MYGAZETE",https://news.google.com/rss/articles/CBMikgFBVV95cUxNVGMzWTNCaUs4T1dBU2NfRi1kbjhUMEI4M2F3OTcySTl0SzJiYnd6REw0bENXTkZVWUJvdVNyc0xpVy1TMG9CQTVWMUVPYmc0V1BnTDRqa1N6SEtXYXdsVkJ0NHE2SWs0R0tHanJDN0hnR0w2MUxpbzlsdXR3M283WDZBa3k2VktWd1Q4d2xNbDdtUQ?oc=5,False,neutral,other,1,0.95,"Article about apple price manipulation, not relevant to oranges."
2026-05-15,Antalya’da domates üretimi alarmı - Alanya Postası,https://news.google.com/rss/articles/CBMie0FVX3lxTFBxUF9wV2FBTUxwM0xxNWJvRVVWME13UlRicFBrSmdZa3AzY1BveUU2Qk5heHZhLVFhS1FTMkx4a0hHOGlpandnc1V3R2t0Y0FfQ3VfbTUwNjJubXpCZjJjamR5UTROdWVpVTVLX255WWJpWF9xNVVYSWljVQ?oc=5,False,neutral,other,1,0.95,"Article about tomato production alarm in Antalya, not related to oranges."
2026-05-15,İYİ Partili Ulusoy’dan Osmaniye’de Tarım Mesaisi - Akdeniz Gazetesi,https://news.google.com/rss/articles/CBMihAFBVV95cUxQT1VPVHl4Rm8xeDdvTi02VVF1R3BLaGtycDVuQWtTbXJUVl9wcDFFRG5JQkN1TUJ6RlQ1b0xzRzJRRjZ4d2xXaG1fekNXZ21vOFJSdTB2MUFDUzU0d0xoS3pXem9NbGFPMHBzOFBuUnhfYVNMQXVHd2RwYUtyTmpJbTNFN1A?oc=5,False,neutral,other,1,0.9,"Article about a political party's agricultural visit in Osmaniye, no specific orange price impact."
2026-05-16,Yüzde 45 ürün kaybı fiyatları patlattı - Antalya Ekspres,https://news.google.com/rss/articles/CBMifEFVX3lxTE10dmtTak9kZmo5ejNKai1rbWV2NDlYRGo3TC1TWlpLUmJZQ3lfN0REMFM1LUZUbUQ0UGZlWTZaRUx1VmFlM05RM0lUZ0hURC04d1pGRHV3YWZrQ2hqdkhxbHFrSXdmQmJlNk55SVJaSVRxNFV6c3J4U0V6eTHSAYIBQVVfeXFMTlVHMzhSUFRieTg2UUd3WGFsTndnNzRpLWlqZVczZEg2N0NhVFVSM3psQzBVWWNBZ3p0Y3JqUkkyM21sNDBJSURFOENSeXRiMTl0azQ3Y3ZpTWs0LXRzeEZuSjdCZ2JmWVNZLXk3NGNhRVI2WThTcTcxRlI5RjFkdDBFZw?oc=5,True,bullish,supply,3,0.9,45% crop loss causes orange prices to surge.
2026-05-16,"Narenciyede eylem sonuç verdi: Kesim, taşıma ve ihracat faaliyetleri yeniden başladı - Kıbrıs Postası",https://news.google.com/rss/articles/CBMi2AFBVV95cUxQMDZfb3h3MGVJRXRhRllZbHR2SlAyZnlZR1pkSTB2SFVhSFM0NWdJTmRWdFlsbU9hVkZtYklPbU9Ja3k3azQtenIwYXB2YmxDOGpjV2VjZm1IOU9UTnpnSUJqT0FzY2NYY01jbnRDY0FNT2JpWWp1OVdFQnRHVndKQnJ2VjliaDNRZjd2anBQMmJmMlRRWVo5Z3V6N3EydDhuV1pXLXFxT1F3M25CS0JpZVZjX2tmNUw2Q1lOYzVYbTJGYzBrc2JjeHhZV19tcGxDVjJPQ3JiWjI?oc=5,True,bullish,trade,2,0.7,"Citrus cutting, transport, and export activities resume after protest action ends."
2026-05-16,Tarsus TSO’dan Gıda ve Tarım Teknolojileri Alanında Yeni UR-GE Çalışması - Tarsus Akdeniz Gazetesi,https://news.google.com/rss/articles/CBMirwFBVV95cUxOZDdrS2NoWXdxQzIzeDc5ejJ6UURlWkNpN3BtLS1mZmt4WEl3ZzNINFpaT1A5RmZtbXlDVVVxckY0MkRCWXpVUFZDUG5Cejg2blUtTHlKZkFwakdYYmViWVFkbGZvVE1wWTFJNjhyMFBYXzJOTHNybFRnMU5kVzVSZV9GNFQ3VjkzOHd2OTVYT1RkdEF2S0pzSUtkN2JWSkx6ZFdZMVJ4Yl9fRVUxQnpN0gFYQVVfeXFMT2lvT1ZFN2pmT1V4b0tlSTg4Q3FlRkNsQUtEM25IdVYydmlqNkR1QzgtM3o2Y3ZaSzQwaDFsVnBxSXUxNk9hNW9zM0RBRWtnamk5S0d5SnVOYQ?oc=5,False,neutral,other,1,0.9,"Article about a new UR-GE study on food and agri-tech by Tarsus Chamber of Commerce, not specific to oranges."
2026-05-20,Antalya otogarında bayram öncesi bilet ve fiyat etiketi denetimi - Medya Gazete,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOUDdKd0I5M3lTOUxlNFRIVUItQ3I4NHFyUVc0R2hNbGFCdXVHZEJQdFB5Q0VOR0kybTJtUlhzNGFMN3NqTFFGYlQ4NXVJbDB4a2QtQ1VGT29wcmsyYlNJUlVLc2xxaEtLcndQVnlRYW91NURYWkJqOUNaOUViWGk1emVXV3hWUjJZQUN2NkZ3NGl5UlRiWlJlWmp1ZmVoUDBUNG9kUVFOTnd2UQ?oc=5,False,neutral,other,1,0.95,"Article about bus ticket and price tag inspections in Antalya bus terminal before holiday, unrelated to oranges."
2026-05-20,"Japonya’ya incir, ABD’ye narenciye: Türkiye ihracatta yeni rotaları çizdi - Ekonomist.com.tr",https://news.google.com/rss/articles/CBMiwgFBVV95cUxORGtBOEM2M0hzdmJDNzVnLUxRelpJUFF0SjhEbDc5MzRpb0c3aDZOZzhXYnNmWkNDY1Q1Skw0SWVfQ3g1UTcwdDJqcEwtQlVCQ24wMnRaSnAzQ0U5QjhIbmdHaEh3SHpPcWFGQXIzVWJYdUpCVXZqTDBic2Jfdi02cDBIVUFIQ0c2UW9OWTVLZkJ0SU9oTTg5RVZKMF95VDBiVnhTcU1qNi1JY0t2N2xYTDNoMVU4MFhCWU9pMFlYUTczQQ?oc=5,False,neutral,other,1,0.7,"Article discusses Turkey's new export routes for figs and citrus, but no specific orange price impact."
2026-05-20,Antalya'da Denetim Süreci - Son Dakika,https://news.google.com/rss/articles/CBMif0FVX3lxTFBJZkEySWQxU0dWMUpmNDloOE5OanFLWnhmZzVBdWVFcXdsMmR5dlZxcEUxQTY3LUp1V3dQUlE4NnNSYndfU2Q1Z0VKeXJNUmJsckw0MXVEWmZDRE5FRlBUajVoY2UzcFpwX2dSS1piVmM3cTcyYlV5aGFTT2hWS2_SAXtBVV95cUxORzR0T1lSWGcybnNyTzVMUWRGTUw0QXcwaktsWW5pYlFoNlJ1NU1EOHVQRjZFVWEzc044NENkRnVQajlIdEpNTVdaRFgzS1ZaRmU1azdfcllPM0gtUXZNQ2E4a0ZkRWhuT3VZR1ZDVzRtaFFmR0dfc3dlSFU?oc=5,False,neutral,other,1,0.9,"Article about inspection process in Antalya, no mention of oranges."
2026-05-22,Akdenizli golfçüler İstanbul’dan kupalarla döndü - Antalya 3T,https://news.google.com/rss/articles/CBMifkFVX3lxTE9BeW5nMC1JWFJoUk44eldzWm5sMGVIczNac2xnNTJ1LVlaQkVCY2pqc1ZwYk1wSVhNYXg1cWlqZWVoZkY2R0VGWi1xeEg2WmVtSHQ4a1dMeXIyaGd4RmJTeWlCMDlpVkFjTXZ4a3VITlhUU0NNbW93bGlrTzVOQdIBgwFBVV95cUxOQkJEaVRvbHhHdm05YmI3b21XQ00wYlg0TnNQUk9xbXd5NDIyTHdYWHFrdXN1NDNVRVFZbXRycDVXVGZyTmh5QTNaUXJxRjdGRXppMjZYaW1nX21BYVVtbjlUUVBTSDBoMFNxRHJxUGZ1YmVVR0J5Ym1nT215dkZCMU9LRQ?oc=5,False,neutral,other,1,0.95,"Article about golfers returning from Istanbul with cups, unrelated to oranges."
2026-06-02,"Antalya’da Mayıs Ayında Domates ve Sebze Azaldı, Fiyatlar Katlandı - Akdeniz Gerçek",https://news.google.com/rss/articles/CBMisgFBVV95cUxQZDlaLVZRZ2c4aGlBSkpkYVlKTDdPbjFvSWg4dzRKYVJhNWRuQWwyT1NpSlc2cVlDVVR0X2F4Mkp5SE1pZi1HWXU1aS1SWlBZSE1jdTlXNWNHbmNfQXVSc0ZLYV85b1lnWjFjUjVJN1JaZVNqaFdmV2I4ZkxxRnY5MHdMWVo0YkhQTGJiODcyX04zSDdLS2QtNWdwQTFNWG1DQXlBdUR5RHh3R2ttb2NrX3h3?oc=5,False,neutral,other,1,0.95,"Article discusses tomato and vegetable shortages in Antalya, not oranges."
2026-06-08,Düziçi Belediye Başkanı İba’dan Çiftçiye Gönülden Destek - Akdeniz Gazetesi,https://news.google.com/rss/articles/CBMikAFBVV95cUxPYWJGSHozUTJlU3pjc2pjY3VCTXYzbkQ3SE5WeE5ERlN0OHdBcG5hM2lGdXk2YjlUT1Q4c2xNT0hVWUV4WTB2OUFkZW5CYUR5aVdvbFJsT1JTckQ1UlREWVY3Q1phc0NtRlIycmZnYlFIb3dHZWhTZTlNZ3Nkb2R5c2UyaFBjY3VtdkZwUGk3Y0c?oc=5,False,neutral,other,1,0.9,"Article about Düziçi mayor supporting farmers, no orange-specific info."
2026-06-09,Antalya Kumluca'da biber hasadı: Halde 6-15 lira olan ürün markette 50-100 lira | YEREL HABERLER - GZT,https://news.google.com/rss/articles/CBMixgFBVV95cUxQRUhzbGpxQzBPM0UwTTFxRW1vWk9tZEE0dzQtaHZIWUZqTUJjQUNmZmdjeC1VR0d6bjVwSFM3QkQtSGkwNGhWQlpuelhNQjJSOEhHSWpVZXV2MnZmanVsa0FCRnNMS0lqX0pyd3ZUT3pGQ3BTUFU1aU1XSDN4ZUxGYmNyYUduVEJBNnZ5RjQtWUdXanBfOERIdExQU2Joam82Yjk2UXZ5TktOc3lWbkNfRDdfMFpkMkZZdzE3bjZNZThSZTVfb2c?oc=5,False,neutral,other,1,0.95,"Article about pepper harvest in Antalya, not related to oranges."
2026-06-10,Adana'da Ekonomik Değerini Kaybeden Narenciye Ağaçları Mangal Kömürü Üretiminde Kullanılıyor - Mersin Haber,https://news.google.com/rss/articles/CBMizAFBVV95cUxOMEFjYklLQ05adnpWaHV4MEhhU3FlLUFFQ1RnUlN6N25VdFdDRXpCU1AzMVc5MG93ZUhBV2lIX0VXdnBubkJlNnFTNzhRTk9uZWhQdW9PeDg4N1dnaWNTXzhLQUVaZldyMVFNN0VWVjcwOVlsV2VteFFaYVdVMHFJZG1OVEk1Mkx6T3FaUGYtZWRFZmVlU1BTWDZoeVBUczBlSWs1NjhoTHp1eGtuNVNRQndhNFE1NHEyN2ZmWC1qcGlSZk13d2JkaDF4SmjSAVdBVV95cUxOTE1iYVhCQW8zRC1OVXRvNkd4MU5MWjdrcTBHeGdRMG1obGVYQU5CNVE4OG9BRVpfZHlCcjAzeGFkdEZOemlZVUs0ZE5VQXpOU3NDWkZlNEE?oc=5,False,neutral,other,1,0.9,"Article about citrus trees being used for charcoal, not directly about orange prices."
2026-06-12,Kadirli İlçe Tarım’dan Üreticilere Büyük Destek - Akdeniz Gazetesi,https://news.google.com/rss/articles/CBMihAFBVV95cUxPbjdwaEcyNkpneVlFdHpZVHF6cUliY2JNbG5BZ2I5NEc5TU94Q0RWRjdDUllkUTZiaUpvMW1YQm1hNzNqR1FUdEhId0o0WVNWenVYektUZEx6TDVCT1ZQWUtlNjZ3UHhvVk5zenJKZXJDc0tGMVh6blBPc0dZb2dfc1FHRlU?oc=5,False,neutral,other,1,0.9,"Article about agricultural support in Kadirli, no specific mention of oranges."
2026-06-16,Antalya sahillerinde fahiş fiyat tartışması - Antalya Ekspres,https://news.google.com/rss/articles/CBMigwFBVV95cUxQUF9tUXROV0RyNVpyRVZya1UzeTF5b2lhSWpkSWphME1MeTRoQms3c2syYjdlZmo2WXJrSVJGQTZEbm9SUHlPaFVsM0FqRVVDY2htZEJlWnJYX3FBMFVfUlRGeHJlMXFYTjVXaGstSm96Q1pMX3JYMmtPWTUzbUoxR2dBQdIBiAFBVV95cUxOZmVwa3owVUxnVVY5cDZKV1pjUmlEM05QNzdNX3Vtb2E1dkVFMl9tRjZXM0Q4eXctaUY0c01QYnU2M0lpbVlDaWhlbkZsOGlKYWZZbDVXNFY0d3ZidmFNRmhBU3VpTjdNWkRyLXEwWUtteTNkSzhWUjN4V2kxRFNZQ0h1WTdCYS1G?oc=5,False,neutral,other,1,0.9,"Article discusses price dispute on Antalya beaches, not related to orange market."
2026-06-18,Coğrafi işaretli Finike portakalının üretiminde biyolojik mücadeleye başlandı - Haberler,https://news.google.com/rss/articles/CBMipwFBVV95cUxPWFd3LWJGSDFxZjdkdnBmdVQ1dmdzem5NS2JabG5YOWF4Ny12OFV6alZxMThJdHBQQzNLZENjNmtGckFJN0FoRUlhdmZUNThoUlpVU2tvaWR2WkpVT005UzNQSEt0bjdJVXhYWnRnc3RScW4wSlFVTnZUVnY3RktfVG1OSDhleUhpR0lKM3NZNWxOdnNoMDdvX1hxUFczR1VwOXVhR0RLUdIBpwFBVV95cUxPWFd3LWJGSDFxZjdkdnBmdVQ1dmdzem5NS2JabG5YOWF4Ny12OFV6alZxMThJdHBQQzNLZENjNmtGckFJN0FoRUlhdmZUNThoUlpVU2tvaWR2WkpVT005UzNQSEt0bjdJVXhYWnRnc3RScW4wSlFVTnZUVnY3RktfVG1OSDhleUhpR0lKM3NZNWxOdnNoMDdvX1hxUFczR1VwOXVhR0RLUQ?oc=5,True,neutral,supply,2,0.7,Biological pest control started in production of geographically indicated Finike oranges.
2026-06-19,4 katı fiyat çekmişler! Skandal fiyat oyunu Alanya Hali'nde patlatıldı - Alanya Postası,https://news.google.com/rss/articles/CBMiowFBVV95cUxOQnU0WndvakhFVndYU29TTjctS19sSnJKS2hJR0FKVkEwVGNkdm1wOGJZQnJFZzlTSDNmd01oUHE1bGtVR1BRWEtRRWJjV1Vaa0tzd0hwU2VfcURRRzN6MlVGT01MZ0xBZTNHdXhMck5STHZ5MmdNeFRjbUpmZ3R4NlpqY0U1OF9RYmdzSGFUMWFGMzRtWDBzLU5xcnBBX2xxeFow?oc=5,False,neutral,other,1,0.9,"Article about price scandal in Alanya market, not specifically about oranges."
2026-06-20,"Seradan 30 liraya çıkıyor, pazarda 100 liraya satılıyor - Antalya Ekspres",https://news.google.com/rss/articles/CBMikgFBVV95cUxOSUNHX0R1MGY4Q0Fja0cyVTB6bXAwSW4zblpSQ0hlRW03Mmw4NXBUaHh4SUdTUmJsMElCeE9ac0F5bG9xZm4tOG5uY0VqTlVrX05qU0tXRXo0R3NEV21UZ3RqVHB4YW0yYWt3NHpTVC00TTlMc29ENzJSa19CRjdwS0p2LVMzM240QWpVNUtMUkNPZ9IBlwFBVV95cUxPbU5DMWttNHExSEdyOXRVdDREblFrcjNtM25nR2M4a1BySDMxM0V5aVQyZk9QTmZiZTFlSEZDZkpLOFR2Y2VyX1o2THFqX2RyT0U0WEUxNUQ3VWhlX2JKQW5rb1o0NmZhcUJYdk5WVldiS0hlY2VBSHFweVZqSm83Q1Q5VEJfQUs2d0xOZkxLdE1lS1lNek5N?oc=5,False,neutral,other,1,0.9,"Article about general price difference between greenhouse and market, not specific to oranges."
2026-06-20,"Üretici de 15 TL, markette 100 TL: Narenciyede yüzde 40’a varan rekolte kaybı bekleniyor - Mersin Haber Merkezi",https://news.google.com/rss/articles/CBMiwgFBVV95cUxPeWlLYW5TazZaSjdqN1FiMGpBaGRTYjdqdHRJTzlNUUVJR1JKZmlHWmdNM0U3eGRPb3EyY05GWFlHNVp0WGo5anI4NVpKM0VsZVJRUk5uOVBiQ2xoTWw1ZnZHWi1tLVBhaHA0dlFrY1pWTzZHRWZTQlhOSlN4UUd0RU9odm4xMG8xcDRTaFE4cElLMjIzRWZpNnd1MjRYZU5FMkhHdHhaMVpsemhWTk9kVXB1czdIeGVOX1pMcGliRkFfZ9IBwgFBVV95cUxPeWlLYW5TazZaSjdqN1FiMGpBaGRTYjdqdHRJTzlNUUVJR1JKZmlHWmdNM0U3eGRPb3EyY05GWFlHNVp0WGo5anI4NVpKM0VsZVJRUk5uOVBiQ2xoTWw1ZnZHWi1tLVBhaHA0dlFrY1pWTzZHRWZTQlhOSlN4UUd0RU9odm4xMG8xcDRTaFE4cElLMjIzRWZpNnd1MjRYZU5FMkhHdHhaMVpsemhWTk9kVXB1czdIeGVOX1pMcGliRkFfZw?oc=5,True,bullish,supply,3,0.85,"Citrus yield loss up to 40% expected, with producer price 15 TL and market price 100 TL."
2026-06-21,Bu meyvede makas çok açıldı! Sera ve pazardaki fiyat farkı 70-80 liralara yükseldi - Gazete Vatan,https://news.google.com/rss/articles/CBMizwFBVV95cUxOVmUzaE0xbU9FWDJib0lrWGR4WmFRUzNlSDJ3c0hyRmZIZVZUYk0zMzZjaFdsakZkWGdRM1NJRklHWDhPaGFLRWtjSi1zOVBjRnFWMzZ6MVhRU190bFFjb1NXanQwVFFjOHBwTmVIWmE2YU9ZUVdhbXlPVjVrdDdGN0VxMHhfSXZRaHZtLTktS25LUW9TQldINnNDeU4xZVZzUHlvLTZ2UHh1SEdDbXhLSS02QUJxeVF3Qkx0WVYyY2hOd05vUVotYmVEMDJfdkE?oc=5,False,neutral,other,1,0.9,"Article discusses price gap between greenhouse and market for unspecified fruit, not specifically oranges."
